datetime,Subject ID,Sex,prime_code,prime_condition,prime_response,triv1_raw,triv1_correct,triv2_raw,triv2_correct,triv3_raw,triv3_correct,triv4_raw,triv4_correct,triv5_raw,triv5_correct,triv6_raw,triv6_correct,triv7_raw,triv7_correct,triv8_raw,triv8_correct,triv9_raw,triv9_correct,triv10_raw,triv10_correct,triv11_raw,triv11_correct,triv12_raw,triv12_correct,triv13_raw,triv13_correct,triv14_raw,triv14_correct,triv15_raw,triv15_correct,triv16_raw,triv16_correct,triv17_raw,triv17_correct,triv18_raw,triv18_correct,triv19_raw,triv19_correct,triv20_raw,triv20_correct,triv21_raw,triv21_correct,triv22_raw,triv22_correct,triv23_raw,triv23_correct,triv24_raw,triv24_correct,triv25_raw,triv25_correct,triv26_raw,triv26_correct,triv27_raw,triv27_correct,triv28_raw,triv28_correct,triv29_raw,triv29_correct,triv30_raw,triv30_correct,age,major,language,sex_r,year,area_writing,area_trivia,purpose,link_yn,link_text,thinking_yn,thinking_text,comments,prior_hool,Universitätsprofessor_int_rating,Universitätsprofessor_acc_rating,Fußballhooligan_int_rating,Fußballhooligan_acc_rating
20181106-160126,111,f,0,Fußballhooligan,"Ich bin 23 Jahre alt und ein Fussballhooligan. Während der Woche  gehe ich zur Uni, am Abend treffe ich mich oftmals mit Freunden in einer Bar oder gehe in einen Kraftraum oder zum Boxen. Am
Wochenende steht das P�rogramm fest: an den nächsten Fussballmatch gehen. Für mich spielt es nicht unbedingt eine grosse Rolle welches Team am Match spielt. Hauptsache ich komme in die Arena
undkann dort mit meinen Kollegen zusammen den match schauen und pöbeln. Wir gehen immer in den Fansektor und jubeln dort mit den anderen Fans mit .Unter der Kleidung bringen wir Pürros mit und fackeln die inmitten der Menge ab. Das Wichtigste am Matchi ist mir nicht welches Team gewinnt, sondern dass ich am Ende des SPielt mit den anderen Fans eine Schlägerein anstachenln kann. Obwohl ich sonst iwährend der Woche in eine ruhige Person bin, werde ich nach dem Match richtig wüend und h
",Uganda,False,ASCII,True,Nutria,False,Mars,False,12,True,Indien,True,Arm,True,4,False,Hartzinn,False,Welle,True,Isobare,True,21,True,20,False,360,False,Venus,True,Michail Gorbatschow,True,Strahlung,True,Blue Knight,False,Kontinentalrift,False,Republik,False,Röntgenstrahlen,False,Pablo Picasso,True,29,False,Im Rachen,True,Sibirien,True,Saturn,False,Tschaikowski,True,Luftdruck,True,Keratin,True,Frankreich,True,weiblich,"Geographie, Volkswirtschaftslehre",englisch,22,im dritten Jahr,Sozialpsychologie,Wahrnehmungspsychologie,"Studie 1: herausfinden, welche Begriffe mit Hooligans assoziiert werden

Studie 2: Das durchschnittliche Allgemeinbildungsniveau von Studenten/anderen PErsonen herausfinden. ",ja,,nein,,Keine Antwort,ja,98,21,37,13
