datetime,Subject ID,Sex,prime_code,prime_condition,prime_response,triv1_raw,triv1_correct,triv2_raw,triv2_correct,triv3_raw,triv3_correct,triv4_raw,triv4_correct,triv5_raw,triv5_correct,triv6_raw,triv6_correct,triv7_raw,triv7_correct,triv8_raw,triv8_correct,triv9_raw,triv9_correct,triv10_raw,triv10_correct,triv11_raw,triv11_correct,triv12_raw,triv12_correct,triv13_raw,triv13_correct,triv14_raw,triv14_correct,triv15_raw,triv15_correct,triv16_raw,triv16_correct,triv17_raw,triv17_correct,triv18_raw,triv18_correct,triv19_raw,triv19_correct,triv20_raw,triv20_correct,triv21_raw,triv21_correct,triv22_raw,triv22_correct,triv23_raw,triv23_correct,triv24_raw,triv24_correct,triv25_raw,triv25_correct,triv26_raw,triv26_correct,triv27_raw,triv27_correct,triv28_raw,triv28_correct,triv29_raw,triv29_correct,triv30_raw,triv30_correct,age,major,language,sex_r,year,area_writing,area_trivia,purpose,link_yn,link_text,thinking_yn,thinking_text,comments,prior_hool,Universitätsprofessor_int_rating,Universitätsprofessor_acc_rating,Fußballhooligan_int_rating,Fußballhooligan_acc_rating
20181106-134105,106,f,0,Fußballhooligan,"Ich bin faszinert von Fussballspiele. Ich finde nicht nur Fussball an sich toll, ich mag auch die gespannte Atmosphäre und die ausgelassene Stimmung. Ich fühle mich oft so in mein Team hineinversetzt, dass ich das Gefühl habe, ich spiele selber und wäre auch Teil des Teams. Ist nicht Spielsaison gehe ich einem gewönhlichen Beruf nach. Ich arbeite Montag bis Freitag in einem Büro und nehme nicht an, dass andere mich als auffällig beschreiben würden. Nach der Arbeit gehe ich in den Sportverein meines Dorfes und engagiere mich ehrenamtlich im Bereich der Kinderbetreung.
Das spanndende
",Botswana,True,ASCII,True,Biber,False,Uranus,False,12,True,Pakistan,False,Arm,True,4,False,Bronze,True,Welle,True,Isobare,True,20,False,20,False,180,True,Mars,False,Michail Gorbatschow,True,Strahlung,True,Deep Thought,False,Kontinentalrift,False,Republik,False,Penicillin,True,Salvador Dali,False,29,False,In der Lunge,False,Sibirien,True,Jupiter,True,Tschaikowski,True,Luftdruck,True,Keratin,True,Frankreich,True,weiblich,"Geographie
",Deutsch,20,im ersten Jahr,"Neurowissenschaften
Verhaltensforschung",Psychologie,Verhaltensforschung,ja,,nein,,nein,ja,75,15,50.0,15.0
